objectid,reg,dep,cv,codgeo,libgeo,p21_pop
125087,54,86,8602,86258,Scorbé-Clairvaux,2193
111957,82,38,3817,38543,Vézeronce-Curtin,2193
119161,82,01,0123,01246,Mézériat,2192
142640,93,83,8307,83108,La Roquebrussanne,2192
112522,73,12,1209,12224,Saint-Geniez-d'Olt,2192
127541,52,85,8502,85210,Saint-Étienne-du-Bois,2191
116568,53,56,5605,56089,Inguiniel,2191
142193,25,50,5017,50031,Barneville-Carteret,2191
121561,72,33,3315,33225,Landiras,2191
115643,72,33,3312,33226,Langoiran,2191
128693,31,59,5902,59250,Fournes-en-Weppes,2190
124623,24,37,3704,37010,Auzouer-en-Touraine,2190
126165,54,17,1711,17224,Matha,2190
139770,93,06,0604,06059,Èze,2189
110515,82,01,0117,01305,Pont-de-Vaux,2189
125322,73,81,8116,81204,Payrin-Augmontel,2188
114685,21,51,5118,51562,Taissy,2187
127526,43,25,2509,25397,Montferrand-le-Château,2185
137780,31,59,5907,59464,Poix-du-Nord,2185
143414,24,37,3704,37167,Neuillé-Pont-Pierre,2183
126323,73,81,8108,81227,Roquecourbe,2183
113416,54,79,7914,79249,Saint-Gelais,2183
141900,31,59,5922,59356,Lompret,2182
117864,73,31,3108,31592,Larra,2181
129438,54,17,1726,17225,Les Mathes,2179
110406,31,59,5908,59086,Boeschepe,2179
133969,42,68,6801,68141,Hochstatt,2177
126836,23,27,2712,27517,Saint-Aubin-sur-Gaillon,2176
127197,82,74,7411,74006,Allonzier-la-Caille,2176
129944,82,69,6901,69140,Morancé,2176
117001,53,29,2914,29204,Plounéventer,2173
120655,31,59,5906,59475,Prouvy,2173
143768,11,78,7807,78239,Follainville-Dennemont,2173
137695,52,72,7216,72280,Saint-Georges-du-Bois,2173
133915,82,01,0101,01384,Saint-Rambert-en-Bugey,2173
137545,94,2B,2B10,2B087,Cervione,2172
117159,31,62,6225,62288,Ecques,2171
140266,91,66,6612,66208,Théza,2171
139947,82,38,3808,38065,Châbons,2171
144838,21,51,5122,51248,Fère-Champenoise,2170
139122,23,76,7620,76400,Luneray,2170
123339,21,08,0802,08302,Monthermé,2170
126943,43,25,2518,25432,Orchamps-Vennes,2169
136478,31,59,5919,59157,Cousolre,2169
123381,21,52,5217,52331,Montier-en-Der,2169
110258,11,91,9108,91511,Pussay,2169
131006,52,85,8504,85289,La Tardière,2168
131215,43,39,3916,39491,Saint-Lupicin,2168
144725,82,38,3828,38199,Jardin,2168
132991,24,45,4505,45193,Marcilly-en-Villette,2168
114418,72,33,3320,33321,Peujard,2167
127201,21,08,0803,08145,Douzy,2166
116588,53,35,3508,35137,Javené,2165
140615,54,16,1605,16393,Vars,2165
125036,26,71,7121,71497,Sancé,2165
115236,82,38,3818,38214,Lumbin,2165
121417,43,25,2510,25237,Fesches-le-Châtel,2164
122856,72,64,6403,64279,Itxassou,2164
132437,72,64,6427,64191,Coarraze,2163
124099,53,35,3517,35328,Sixt-sur-Aff,2163
129871,54,17,1721,17131,Cozes,2161
130139,73,32,3212,32296,Nogaro,2161
116092,22,60,6007,60188,Cuise-la-Motte,2161
116141,52,85,8516,85189,Notre-Dame-de-Riez,2161
119745,91,34,3412,34246,Saint-Christol,2160
140403,22,60,6016,60409,Monchy-Saint-Éloi,2160
112218,52,85,8516,85164,Notre-Dame-de-Monts,2160
126750,52,85,8502,85024,Bois-de-Céné,2159
110351,25,50,5015,50074,Brécey,2159
117312,31,59,5910,59624,Villers-Outréaux,2156
141713,11,77,7716,77374,Pontcarré,2156
112202,41,57,5705,57153,Corny-sur-Moselle,2156
111325,91,66,6602,66230,Vinça,2156
130303,73,12,1209,12120,Laissac,2155
118553,43,25,2505,25454,Pirey,2153
142699,26,89,8904,89102,Chevannes,2153
141980,53,29,2927,29098,Lampaul-Plouarzel,2153
135184,91,34,3412,34033,Boisseron,2153
127024,53,35,3516,35319,Saint-Thurial,2152
128890,53,29,2907,29175,Plonévez-du-Faou,2152
137875,73,31,3102,31042,Bagnères-de-Luchon,2152
132527,41,88,8812,88409,Saint-Amé,2151
125015,72,24,2422,24115,Château-l'Évêque,2151
123242,26,71,7117,71070,Buxy,2151
141212,26,71,7101,71190,Épinac,2150
120114,25,50,5025,50087,Brix,2149
140096,24,37,3704,37245,Semblançay,2149
136207,11,95,9509,95241,Fontenay-en-Parisis,2149
141560,83,63,6327,63116,Combronde,2148
123802,91,34,3421,34207,Pomérols,2148
125257,31,59,5910,59074,Bertry,2148
121609,43,25,2519,25370,Mathay,2148
135248,53,35,3513,35039,Brécé,2147
124487,72,33,3321,33154,Les Églisottes-et-Chalaures,2147
116105,03,973,973,973356,Camopi,2146
124411,53,29,2913,29156,Pencran,2146
114419,52,44,4406,44146,Rougé,2146
130245,53,22,2210,22155,La Motte,2145
136322,31,62,6223,62034,Annequin,2145
135235,82,01,0107,01254,Montagnat,2145
123115,26,89,8907,89068,Chablis,2145
110889,72,33,3315,33337,Preignac,2145
142995,72,33,3326,33434,Saint-Louis-de-Montferrand,2144
129741,82,38,3827,38480,Septème,2143
138344,73,32,3217,32213,Lombez,2143
135497,53,29,2919,29225,Pouldreuzic,2143
111233,11,77,7715,77168,Égreville,2143
137992,91,11,1116,11012,Argeliers,2142
142332,82,73,7303,73032,La Bâthie,2142
131725,52,44,4407,44173,Saint-Lumine-de-Clisson,2141
144298,82,01,0121,01347,Saint-Didier-de-Formans,2141
125655,82,38,3808,38194,Izeaux,2141
110401,54,86,8611,86160,Mirebeau,2141
129314,23,27,2712,27180,Courcelles-sur-Seine,2140
118732,91,66,6601,66101,Llupia,2140
123761,25,14,1412,14349,Laize-la-Ville,2140
122758,82,38,3813,38501,Tencin,2140
111405,52,85,8516,85172,Le Perrier,2140
133699,25,14,1411,14562,Saint-Aubin-sur-Mer,2139
122097,74,87,8706,87202,Veyrac,2139
141128,43,39,3909,39333,Moirans-en-Montagne,2138
127213,83,15,1508,15140,Naucelles,2137
113106,52,85,8515,85002,L' Aiguillon-sur-Vie,2137
115625,82,38,3826,38339,Roche,2137
111618,82,01,0109,01435,Versonnex,2137
126598,93,83,8301,83046,Cotignac,2136
142570,41,54,5409,54116,Chanteheux,2136
111855,41,57,5705,57039,Augny,2136
111219,52,85,8516,85029,Bouin,2136
126679,82,73,7312,73155,Méry,2135
137574,53,56,5615,56246,Le Sourn,2135
123719,25,14,1412,14675,Soliers,2135
112054,82,38,3804,38515,Trept,2135
112339,31,59,5941,59210,Esquelbecq,2134
120594,52,53,5304,53186,Quelaines-Saint-Gault,2133
144609,82,69,6908,69219,Saint-Laurent-d'Agny,2132
122905,11,77,7723,77517,Villevaudé,2132
115406,72,33,3315,33120,Cérons,2132
144584,72,33,3311,33118,Cénac,2131
124589,53,56,5613,56102,Lanouée,2130
137792,24,28,2807,28334,Saint-Denis-les-Ponts,2129
133173,73,81,8122,81052,Cambon,2129
111243,72,64,6403,64317,Larressore,2129
121146,31,59,5921,59497,Renescure,2128
123876,31,59,5909,59488,Raillencourt-Sainte-Olle,2128
127123,22,60,6003,60086,Boran-sur-Oise,2127
129674,82,69,6903,69267,Villié-Morgon,2127
118412,22,80,8016,80360,Fressenneville,2127
132227,82,01,0120,01153,Échenevex,2127
130792,52,53,5313,53103,Le Genest-Saint-Isle,2126
135974,93,84,8412,84108,Saint-Didier,2126
123859,53,22,2203,22013,Bourbriac,2126
132082,31,59,5912,59016,Armbouts-Cappel,2125
110697,25,61,6106,61339,Putanges-Pont-Écrepin,2125
139183,11,78,7802,78291,Guerville,2124
142654,82,01,0116,01199,Jujurieux,2124
133251,54,86,8618,86209,Roches-Prémarie-Andillé,2124
112925,53,29,2911,29032,Clohars-Fouesnant,2124
114293,53,29,2909,29280,Telgruc-sur-Mer,2124
128985,54,16,1616,16232,Mornac,2123
126536,53,29,2921,29137,Logonna-Daoulas,2123
142428,82,38,3822,38309,Poisat,2123
135793,82,69,6903,69018,Beaujeu,2123
122399,11,78,7814,78087,Bonnelles,2123
125262,52,72,7202,72047,Brette-les-Pins,2123
124699,93,13,1325,13115,Vernègues,2123
131399,11,77,7703,77483,Varreddes,2121
127537,53,22,2206,22246,Pommeret,2121
131146,41,57,5718,57017,Amanvillers,2121
142032,53,29,2927,29201,Ploumoguer,2120
138223,42,68,6801,68138,Hirsingue,2120
142670,52,49,4909,49027,Bégrolles-en-Mauges,2120
113048,93,13,1304,13096,Saintes-Maries-de-la-Mer,2120
131634,54,16,1604,16146,Garat,2118
143971,11,77,7707,77069,Chailly-en-Bière,2118
123572,41,88,8810,88270,Liffol-le-Grand,2118
141426,82,38,3824,38381,Saint-Didier-de-la-Tour,2117
137677,93,83,8307,83111,Sainte-Anastasie-sur-Issole,2117
113595,41,57,5706,57582,Richemont,2116
113807,42,68,6815,68173,Labaroche,2116
119684,82,38,3823,38454,Saint-Sauveur,2115
144895,82,69,6904,69050,Châtillon,2115
139013,52,72,7218,72042,Bouloire,2115
123210,25,61,6107,61211,Juvigny-sous-Andaine,2114
122041,43,25,2504,25147,Chemaudin,2114
117518,54,86,8619,86204,Quinçay,2113
119296,82,38,3814,38352,Saint-Alban-de-Roche,2113
127747,31,59,5910,59631,Walincourt-Selvigny,2112
135768,52,44,4409,44097,Mesquer,2112
115045,41,88,8803,88513,Vincey,2112
131853,93,06,0624,06060,Falicon,2111
127723,83,15,1506,15122,Maurs,2110
136822,53,56,5616,56015,Berric,2109
135573,72,47,4715,47040,Brax,2109
133237,82,38,3826,38176,Frontonas,2109
126002,52,49,4903,49271,Saint-Clément-de-la-Place,2109
113934,24,45,4509,45095,Chilleurs-aux-Bois,2109
142794,82,38,3827,38484,Serpaize,2108
133871,24,18,1817,18180,Plaimpied-Givaudins,2108
120333,91,30,3007,30186,Nages-et-Solorgues,2107
118180,42,67,6711,67448,Schirmeck,2107
143119,91,34,3413,34321,Valergues,2107
141491,91,34,3413,34050,Candillargues,2107
111299,82,26,2612,26332,Saint-Uze,2106
127507,22,60,6011,60245,Formerie,2105
120962,54,16,1605,16206,Mansle,2105
125583,91,30,3023,30315,Saze,2104
119416,54,17,1708,17153,Esnandes,2103
137495,24,37,3706,37130,Ligueil,2103
132498,52,72,7208,72013,Aubigné-Racan,2103
111108,24,45,4504,45083,Château-Renard,2103
129015,72,47,4715,47225,Roquefort,2102
119846,43,25,2505,25467,Pouilley-les-Vignes,2102
126743,11,77,7721,77128,Couilly-Pont-aux-Dames,2100
121295,73,31,3106,31481,Sainte-Foy-de-Peyrolières,2100
124168,54,17,1710,17185,Le Gua,2100
117547,83,63,6319,63276,Peschadoires,2099
138786,91,48,4802,48034,La Canourgue,2099
136548,91,34,3409,34210,Le Pouget,2099
122682,82,42,4204,42170,Perreux,2099
133466,22,02,0204,02555,Nogent-l'Artaud,2098
126400,82,26,2614,26345,Suze-la-Rousse,2096
116562,54,16,1618,16187,Linars,2096
117910,91,48,4805,48061,Florac,2096
134474,52,72,7209,72308,Saint-Paterne,2096
135636,82,74,7414,74083,Combloux,2095
122960,74,87,8706,87038,Chaptelat,2095
125767,91,30,3018,30152,Les Mages,2095
113271,24,18,1815,18281,Vignoux-sur-Barangeon,2095
120873,24,45,4518,45034,Boigny-sur-Bionne,2094
136325,54,86,8605,86032,Bonneuil-Matours,2094
133842,42,67,6706,67296,Mittelhausbergen,2094
122336,82,69,6902,69177,Sourcieux-les-Mines,2094
114594,74,87,8707,87064,Eymoutiers,2094
133895,42,67,6702,67226,Ittenheim,2093
122433,24,28,2804,28358,Saint-Prest,2093
125627,83,03,0309,03262,Saint-Victor,2093
119710,26,89,8914,89074,Champigny,2092
137427,25,50,5011,50151,Créances,2091
110382,91,11,1116,11360,Saint-Nazaire-d'Aude,2091
120608,72,33,3310,33437,Saint-Magne-de-Castillon,2090
137505,41,55,5503,55186,Fains-Véel,2090
127900,31,59,5936,59411,Mons-en-Pévèle,2089
114868,24,37,3708,37074,Chouzé-sur-Loire,2089
127800,53,22,2222,22232,Plourhan,2088
130250,91,66,6615,66071,Estagel,2087
134978,73,31,3127,31516,Saint-Sauveur,2087
122673,82,73,7314,73204,Le Pont-de-Beauvoisin,2087
144210,53,35,3501,35273,Saint-Germain-en-Coglès,2086
138005,21,51,5109,51391,Muizon,2086
122928,52,72,7203,72262,Ruillé-sur-Loir,2086
116344,82,73,7304,73130,Grignon,2085
126722,54,17,1709,17376,Saint-Ouen-d'Aunis,2083
121100,42,68,6801,68062,Carspach,2083
131705,82,73,7307,73288,Sonnaz,2082
139179,23,76,7625,76281,La Frénaye,2081
113969,73,31,3124,31184,Flourens,2081
127594,82,38,3827,38487,Seyssuel,2080
142889,11,91,9101,91095,Bouray-sur-Juine,2080
135199,93,05,0512,05132,Saint-Bonnet-en-Champsaur,2080
143418,72,47,4709,47179,Monsempron-Libos,2079
142054,25,14,1403,14610,Saint-Manvieu-Norrey,2078
113631,91,48,4803,48099,Le Monastier-Pin-Moriès,2078
130496,91,34,3407,34256,Saint-Geniès-des-Mourgues,2077
138131,25,14,1413,14516,Potigny,2077
139615,54,16,1607,16366,Segonzac,2077
127565,42,67,6716,67547,Wittisheim,2076
118099,41,54,5405,54265,Houdemont,2076
121872,82,69,6904,69032,Bully,2076
142799,42,67,6711,67543,Wisches,2073
118807,83,63,6325,63327,Saint-Bonnet-près-Riom,2072
128958,82,38,3801,38479,Semons,2071
144496,54,79,7904,79076,La Chapelle-Saint-Laurent,2071
115555,11,95,9505,95450,Neuville-sur-Oise,2070
128879,82,69,6904,69056,Chessy,2069
117491,24,18,1811,18096,Foëcy,2069
125352,31,62,6222,62705,Rety,2069
129178,52,85,8505,85162,Nieul-sur-l'Autise,2068
110720,82,74,7408,74136,Le Grand-Bornand,2068
110776,82,26,2602,26144,Grane,2068
142824,53,29,2918,29257,Saint-Pabu,2067
129524,82,73,7310,73290,Termignon,2067
126684,91,11,1116,11258,Moussan,2066
138719,42,68,6815,68028,Bergheim,2066
134056,11,91,9110,91635,Vauhallan,2066
111009,53,22,2221,22307,Saint-Julien,2066
128266,72,64,6427,64238,Ger,2066
130386,31,59,5929,59471,Préseau,2065
117265,72,33,3315,33030,Barsac,2065
125034,22,60,6018,60102,Brenouille,2065
123757,31,59,5905,59357,La Longueville,2065
117510,73,31,3104,31259,Lacroix-Falgarde,2063
143495,22,02,0206,02720,Sissonne,2063
140462,54,17,1710,17351,Saint-Just-Luzac,2063
113029,52,85,8508,85216,Sainte-Gemme-la-Plaine,2063
126856,25,50,5004,50551,Saint-Sauveur-le-Vicomte,2062
139789,24,37,3719,37152,Mettray,2062
129038,52,72,7209,72189,Marolles-les-Braults,2061
124032,53,56,5602,56081,Guiscriff,2061
127373,31,59,5904,59470,Prémesques,2060
133869,73,81,8106,81244,Saint-Benoît-de-Carmaux,2059
121253,82,69,6912,69190,Sainte-Consorce,2059
139232,53,29,2915,29091,Kerlouan,2058
134666,41,57,5714,57733,Volstroff,2057
125129,72,40,4003,40150,Léon,2057
125949,91,30,3002,30214,Ribaute-les-Tavernes,2057
111261,24,18,1801,18011,Argent-sur-Sauldre,2057
112680,52,49,4915,49041,Brain-sur-Allonnes,2057
114104,52,44,4421,44171,Saint-Léger-les-Vignes,2056
120611,22,60,6015,60341,Lagny-le-Sec,2055
138168,53,56,5617,56055,Étel,2055
126014,53,56,5611,56002,Ambon,2055
123660,31,59,5908,59262,Godewaersvelde,2053
138660,52,44,4408,44214,Vay,2052
136300,54,17,1723,17447,Le Thou,2052
110791,72,64,6422,64493,Saint-Palais,2052
112335,31,62,6219,62043,Les Attaques,2052
128445,82,69,6901,69122,Lucenay,2051
117304,53,35,3508,35121,Gosné,2051
119940,72,24,2417,24442,Saint-Léon-sur-l'Isle,2051
131767,31,62,6206,62100,Beaurainville,2050
114216,52,72,7207,72168,Loué,2050
129720,52,85,8502,85095,Froidfond,2049
111178,82,74,7413,74131,Frangy,2049
136272,72,64,6426,64009,Ahetze,2049
114950,73,81,8113,81182,Montredon-Labessonnié,2049
130009,91,11,1110,11254,Montréal,2048
123240,11,77,7721,77521,Villiers-sur-Morin,2048
129996,22,02,0221,02307,La Ferté-Milon,2047
113464,91,34,3423,34153,Les Matelles,2047
131500,93,13,1326,13049,Lamanon,2046
120975,52,72,7218,72035,Bessé-sur-Braye,2046
142992,23,27,2708,27082,La Bonneville-sur-Iton,2046
138195,52,72,7217,72228,Parcé-sur-Sarthe,2046
130397,26,21,2107,21605,Sennecey-lès-Dijon,2045
143702,82,07,0703,07325,Ucel,2044
132042,72,33,3312,33523,Targon,2044
131175,24,45,4506,45333,Vennecy,2043
116084,31,59,5921,59084,Blaringhem,2043
138419,52,44,4408,44001,Abbaretz,2043
125852,72,64,6417,64067,Assat,2042
126462,94,2A,2A08,2A209,Peri,2040
118939,74,19,1901,19202,Sainte-Féréole,2040
139669,93,84,8415,84037,Châteauneuf-du-Pape,2040
137062,52,49,4911,49222,Mozé-sur-Louet,2040
115257,11,77,7707,77359,Perthes,2040
142952,25,14,1424,14119,Cagny,2039
124335,25,14,1412,14257,Évrecy,2037
141012,52,44,4403,44203,Le Temple-de-Bretagne,2036
134728,52,49,4907,49201,La Ménitré,2036
131533,53,35,3505,35264,Saint-Didier,2035
119413,53,29,2921,29078,Hanvec,2035
112991,22,60,6006,60647,Trosly-Breuil,2035
112020,11,77,7705,77433,Saints,2035
120303,82,74,7411,74116,Etaux,2034
131605,94,2B,2B10,2B313,San-Nicolao,2033
113129,72,33,3312,33438,Saint-Maixant,2033
126484,23,76,7601,76608,Sainte-Marguerite-sur-Duclair,2032
127798,72,64,6403,64213,Espelette,2032
120436,54,79,7913,79213,Pompaire,2032
129189,91,30,3017,30326,Tavel,2031
118044,41,55,5511,55351,Montmédy,2031
121847,72,47,4717,47015,Astaffort,2031
122763,94,2A,2A08,2A103,Cuttoli-Corticchiato,2030
127395,21,52,5208,52194,Eurville-Bienville,2029
128941,91,30,3017,30312,Sauveterre,2029
116732,72,33,3316,33015,Arveyres,2029
144073,24,45,4510,45154,Gidy,2029
142040,41,57,5707,57572,Rémilly,2029
114346,26,21,2121,21657,Varois-et-Chaignot,2029
113718,94,2B,2B15,2B168,Monticello,2029
129978,82,38,3828,38336,Reventin-Vaugris,2028
118671,53,56,5611,56155,Pénestin,2028
119377,41,57,5715,57545,Plappeville,2028
143485,82,07,0704,07339,Vesseaux,2028
136420,11,95,9516,95142,Chars,2028
117676,54,79,7917,79063,Cersay,2027
138447,91,11,1116,11353,Saint-Marcel-sur-Aude,2027
128876,31,62,6230,62371,Givenchy-en-Gohelle,2026
119507,11,77,7708,77455,Soignolles-en-Brie,2026
139218,83,15,1508,15083,Jussac,2026
132652,43,90,9009,90042,Évette-Salbert,2026
134554,73,82,8213,82115,Monclar-de-Quercy,2026
125236,11,78,7802,78337,Limetz-Villez,2025
125269,24,45,4501,45024,Baule,2025
144056,11,95,9516,95078,Boissy-l'Aillerie,2024
138130,31,62,6239,62311,Estevelles,2024
113525,82,38,3828,38131,Les Côtes-d'Arey,2024
136154,73,12,1205,12169,Naucelle,2023
135141,52,44,4410,44119,Paulx,2023
111346,42,68,6806,68266,Réguisheim,2023
114048,25,14,1403,14123,Cairon,2023
116884,24,28,2801,28064,Bû,2022
136312,91,66,6616,66058,Corneilla-la-Rivière,2022
124602,74,87,8701,87191,Séreilhac,2022
123554,31,59,5941,59641,Warhem,2022
130798,93,06,0610,06163,Tende,2021
127281,21,10,1002,10216,Mailly-le-Camp,2021
139572,74,87,8704,87041,Châteauponsac,2021
122479,53,35,3510,35097,Domalain,2021
130912,11,77,7712,77241,Juilly,2020
117450,43,25,2506,25133,Châtillon-le-Duc,2020
117937,83,03,0307,03084,Cosne-d'Allier,2020
138017,53,35,3506,35226,Pleugueneuc,2018
121107,73,81,8108,81042,Burlats,2018
125514,22,02,0221,02543,Neuilly-Saint-Front,2018
132345,72,33,3312,33435,Saint-Macaire,2017
124648,25,14,1412,14408,May-sur-Orne,2017
113297,83,43,4306,43200,Saint-Julien-Chapteuil,2017
127094,42,68,6806,68205,Meyenheim,2016
118509,31,62,6212,62847,Verquigneul,2016
119783,53,35,3514,35193,Montreuil-le-Gast,2016
134319,25,14,1420,14060,Bénouville,2016
116474,83,63,6307,63141,Durtol,2015
144266,22,02,0205,02758,Vailly-sur-Aisne,2015
134600,93,83,8304,83028,Callas,2015
136631,21,52,5213,52182,Éclaron-Braucourt-Sainte-Livière,2014
125967,82,01,0102,01163,Foissiat,2014
143776,72,33,3321,33001,Abzac,2013
117498,54,16,1619,16280,Rivières,2012
121203,82,73,7318,73212,Randens,2012
140586,21,51,5105,51525,Sarry,2011
127666,43,25,2513,25043,Bart,2010
121088,11,77,7707,77441,Samois-sur-Seine,2010
139657,91,30,3017,30254,Saint-Geniès-de-Comolas,2010
142515,22,60,6010,60369,Longueil-Sainte-Marie,2010
145092,82,73,7319,73034,Beaufort,2009
140092,82,26,2606,26357,Tulette,2009
113733,73,12,1206,12199,Rignac,2009
136701,73,81,8120,81281,Sémalens,2009
125624,53,29,2914,29097,Lampaul-Guimiliau,2009
111991,26,71,7108,71372,Romanèche-Thorins,2009
127157,73,31,3110,31462,Rouffiac-Tolosan,2008
110463,83,63,6306,63352,Saint-Germain-Lembron,2008
138897,82,38,3828,38340,Les Roches-de-Condrieu,2007
136583,72,33,3310,33185,Génissac,2007
118405,53,29,2919,29167,Plogastel-Saint-Germain,2006
116633,82,38,3813,38504,Theys,2006
119319,82,42,4202,42046,Champdieu,2006
125208,53,22,2205,22223,Plouisy,2006
121743,31,59,5908,59120,Caëstre,2006
128966,82,73,7305,73296,Tignes,2005
117407,72,64,6411,64060,Artiguelouve,2005
137682,24,45,4521,45270,Saint-Benoît-sur-Loire,2005
138169,22,60,6010,60149,Chevrières,2005
132897,41,57,5707,57708,Verny,2005
131326,91,30,3020,30241,Saint-Chaptes,2004
144572,25,50,5020,50197,Gavray,2004
132412,91,34,3421,34203,Pinet,2004
120225,54,79,7903,79148,Lezay,2003
116864,93,04,0405,04108,Malijai,2002
142427,54,17,1709,17091,Charron,2002
136649,31,62,6222,62025,Ambleteuse,2001
125680,25,61,6108,61309,Nocé,2001
124542,25,50,5025,50341,Montebourg,2001
122225,52,72,7204,72287,Saint-Gervais-en-Belin,2001
122306,22,02,0203,02719,Sinceny,2000
141712,72,64,6417,64068,Asson,1999
138512,23,27,2721,27365,Léry,1999
119606,52,49,4918,49260,La Romagne,1998
130441,42,68,6803,68040,Bitschwiller-lès-Thann,1998
117331,82,38,3813,38027,Barraux,1998
133798,24,45,4509,45030,Beaune-la-Rolande,1998
111919,31,62,6225,62543,Mametz,1998
127847,52,72,7201,72310,Saint-Pavace,1997
118852,25,14,1412,14277,Fontenay-le-Marmion,1997
139184,54,16,1619,16223,Montbron,1997
139304,21,10,1006,10115,Creney-près-Troyes,1997
115559,82,38,3824,38029,La Bâtie-Montgascon,1997
119252,25,14,1424,14287,Frénouville,1995
142208,42,68,6813,68253,Ottmarsheim,1995
135332,24,36,3610,36171,Reuilly,1995
127154,82,01,0121,01250,Misérieux,1994
143421,91,30,3016,30257,Saint-Gervasy,1994
139489,42,67,6714,67302,Monswiller,1994
143711,82,26,2611,26096,Clérieux,1993
121755,31,59,5941,59499,Rexpoëde,1992
140382,23,27,2720,27278,Garennes-sur-Eure,1991
134542,82,42,4201,42013,Bellegarde-en-Forez,1991
114663,82,38,3826,38081,Charantonnay,1991
126465,11,77,7701,77146,Croissy-Beaubourg,1990
132039,54,79,7905,79298,Saint-Symphorien,1990
135864,21,08,0814,08142,Donchery,1989
139668,26,58,5810,58149,Luzy,1988
123693,73,81,8102,81284,Le Sequestre,1988
124194,41,54,5415,54366,Messein,1988
113434,82,01,0120,01360,Saint-Jean-de-Gonville,1988
117632,41,54,5423,54521,Thil,1987
140226,53,35,3513,35107,Ercé-près-Liffré,1987
122124,52,72,7201,72289,Sainte-Jamme-sur-Sarthe,1987
127226,22,80,8018,80186,Chaulnes,1986
136861,83,43,4311,43080,Craponne-sur-Arzon,1986
110769,52,49,4915,49368,Vernantes,1986
118845,73,81,8119,81325,Viviers-lès-Montagnes,1984
124564,22,80,8014,80071,Beauval,1984
126777,25,61,6108,61116,Condé-sur-Huisne,1983
137416,93,83,8313,83066,Ginasservis,1983
129013,24,45,4510,45008,Artenay,1983
143822,53,29,2915,29077,Guissény,1983
133428,82,38,3801,38094,Châtonnay,1983
142581,25,14,1404,14530,Ranville,1982
133456,82,38,3808,38082,Charavines,1982
113866,31,59,5902,59388,Marquillies,1982
139524,52,44,4406,44199,Soudan,1981
132309,43,70,7008,70258,Froideconche,1981
